log_temp,amb_pressure,log_rh
3.5360196074696004,1001.74,3.755369195382769
2.9856819377004897,1017.75,4.199755076629969
3.1912990570979662,1017.55,4.077876369514794
2.8195915758351173,1018.61,4.562888793731485
3.317815772723105,1009.63,4.27081570533788
3.264231526588998,1013.24,4.275554390163365
3.2816628129669656,1009.32,4.383275854074314
3.010128153837724,1013.17,4.316687793365541
2.768831673362069,1023.32,4.207226719278773
2.9090844668283187,1018.42,4.43022138352355
3.026261478588814,1007.37,4.47175307254774
2.6623552418400807,1003.52,4.453416630760555
3.1954024686825586,1007.65,4.270675991750506
3.139399623366404,1015.02,4.23091300500412
2.7549337870010606,1013.35,4.443356889825488
3.1363634032937364,1007.94,4.169142772297287
3.0726933146901194,1016.9,4.338466519921502
3.472587377748828,1009.9,4.127618138985026
3.2939832973550063,1008.53,4.142181891636261
3.156574798670821,1012.4,4.500365071621965
3.309447523052588,1007.52,4.489983776178974
3.24376354037598,1015.17,4.349245145149502
2.1294214739848565,1019.97,4.237000862623624
3.3786108829893595,1006.04,3.7909846770510898
2.430098413293005,1012.8,4.33283639048311
2.437115985951652,1018.14,4.441474093317302
3.32719196835166,1012.87,4.016923415253516
3.1350593387750902,1006.65,4.35182512594076
2.67000213346468,1017.06,4.330996463561102
3.1540172525197043,1013.58,4.262539022051294
2.137710449803812,1013.5,4.19735231229633
3.125882958019036,1005.26,4.49121730591206
3.2729851505152325,999.8,4.489983776178974
3.451256581534892,1007.61,4.183118274275528
2.8160073426073025,1019.48,3.909620120811836
2.865053949911875,1018.86,4.330733340286331
3.455685566946225,1004.05,3.9982007016691994
2.038619547159581,1023.73,4.471410195808567
3.4008639927609177,1003.84,4.165579363150552
3.260017768199376,1009.43,3.9531649487593215
1.9851308622085944,1018.96,4.21921354426797
3.1557230098629323,1014.57,4.246063716857944
2.0719132752590443,1017.04,4.146620706787472
3.285412348668445,1014.41,3.951436007784981
2.437115985951652,1014.88,4.157006323346812
3.3714252233284854,1015.69,3.634951112088381
2.9575110607337933,1012.01,4.294014757350668
2.203869120054888,1029.3725,4.509539954972841
2.772588722239781,1013.58,4.3678009274099
2.3045830956567186,1014.57,4.5967347071669895
3.0832851705618523,1012.49,4.319619174545265
3.2928695047765277,1011.09,4.259859000699674
2.8015405441895487,1022.3,4.280685807012206
1.7047480922384253,1021.46,4.368307962532944
2.930660276810276,1014.24,3.726656818447966
3.401863826205316,1010.52,3.804660487099647
3.30395199722332,1008.89,4.25731339050024
2.489064659936664,1009.14,4.606469341719712
1.897619859927532,1019.99,4.3255885495701785
2.523325759691945,1017.8,4.55650501400681
3.2449333591874905,1008.22,4.362078996864185
3.0248055210396982,1015.27,4.355939299910563
1.9726911717329556,1015.22,4.450269224770129
3.475995591737341,1014.18,3.9304521408965134
3.44265917146975,1009.45,4.043226691043491
2.9465420293632194,1004.52,4.456206032848133
2.224623551524334,1020.51,4.513164540192067
2.6973262377392344,1017.47,4.372859746849064
2.489064659936664,1016.63,4.606569206901798
3.3951793093365925,1011.52,4.15166962884137
3.0851158346886765,1014.04,4.265352359115782
2.933856869835904,1009.65,3.828641396489095
2.411439497906128,1022.67,4.4046439245392905
3.104586678466073,1017.33,4.328757705794541
3.349904087274605,1011.47,3.996547960497834
2.226783379577764,1008.1,4.491329369564332
3.3407394126250414,1007.35,4.113166316462689
2.238579763018133,1015.09,4.463606621666305
3.3874364664121184,1009.45,4.020877410340228
2.659559991941776,1009.98,4.530554392607302
2.9486406660201405,1020.14,3.769537357131391
2.712706012638404,1015.22,4.055950174234789
3.258096538021482,1015.12,4.291281021367136
3.3386125064705343,1014.18,4.215381557264935
3.114847754444153,1015.12,4.318820558770089
3.387774361330014,1010.34,3.961955374176355
2.469793011977952,1019.5,4.020698022053802
2.462149662665384,1008.24,4.17638527255831
3.3028492586443794,1013.06,4.062681881713259
2.2321626286975,1020.03,4.2514907510291575
3.065724645374026,1014.81,4.300409772001559
3.151025157960026,1010.99,4.547646999744425
3.379292546274105,1010.07,4.123903364463645
3.206398303357088,1010.13,4.256179924807906
3.308350831295804,1012.06,4.078215180292217
3.4075107437187477,1004.39,4.117898315175836
2.9856819377004897,1010.84,4.487512142519859
3.1458749319837103,1017.1,4.155753190350744
2.834976494674597,1004.94,4.378018613276343
3.128513384787809,1001.9,4.569024739351738
3.4384931664058525,1013.93,3.647275904258861
3.4436180975461075,1004.3,3.995812531157829
2.9322598505984176,1012.2,4.072269354570243
3.094219220268645,1008.71,4.398023007758481
1.623340817603092,1019.32,4.192227188023968
3.5452977256359124,1016.03,3.4392154488496764
2.767576180416237,1020.79,3.980055415819973
2.3105532626432224,1022.7,4.209160236650682
3.2441536320524693,1012.33,4.224641563169959
3.0497468618602293,1009.83,4.275415337114403
2.2289385528257477,1026.2,4.5803650670691205
2.334083760053417,1021.04,4.557029810660157
3.475376779836407,1006.11,4.273605885719461
3.22207071576472,1010.01,4.293332023658551
3.470723444310765,1008.04,3.946231176757883
2.8724340572094973,1002.77,4.307303088477945
2.649714624089247,1013.5,4.351953950417589
3.34533224882076,1005.65,4.027670428954108
3.307252935485613,1006.24,4.276527220481212
3.418054498728578,1007.64,4.084630870034462
2.665838352292901,1016.34,4.525802250604519
3.283539338193923,1012.01,4.0746519288763645
2.935451342669061,1016.33,4.307168381129456
3.061520014091994,1018.35,4.3678009274099
2.39698576841553,1021.1,4.53945764262271
2.122261538862764,1022.78,4.5782100044053085
2.551786178627545,1017.86,4.47597224751641
3.2276373305367736,1009.78,4.233526626355437
2.9386326815134183,1018.47,4.440884991680235
3.5210523434704344,1008.67,3.849083205654272
2.3711778844596574,1018.72,4.299459911016919
2.963209081848431,1016.25,3.8210036070409776
3.256942025674657,1009.43,4.478586033878639
3.464172180823544,1007.11,4.120337142496354
2.753023566744941,1016.0,4.429387206033719
3.1548704948922883,1003.66,4.328493992712844
3.4651107074058083,999.43,4.084630870034462
2.834976494674597,1011.91,4.523526196947581
3.156148994959896,1011.28,4.1126755189068245
2.715356776284648,1017.01,4.435448911169876
2.580216829592325,1007.75,4.553666343120976
2.9128939952449864,1008.97,4.301494223781961
2.8627721462977607,1013.13,4.417152436649256
3.3714252233284854,1014.21,3.8877303128591016
3.3350575791576103,1012.17,4.138999202762532
3.2445435716167785,1012.55,4.127456913672303
3.451256581534892,1008.23,4.2512058507423305
3.087399462079815,1009.68,4.0746519288763645
3.4772320679381528,1008.32,4.049870072120271
3.109953417644014,1005.5,4.506674939238992
1.9459101490553128,1013.15,4.495801648932726
2.7954503913830435,1021.26,4.282206299391671
2.8627721462977607,1016.78,4.426402307393435
3.0689827352935835,1013.56,4.308514638737202
3.375537634881577,1009.62,4.089499510558901
3.1471649773142003,1005.01,4.315218874092267
2.6181254935742237,1015.45,4.237867538974276
3.214867803470662,1011.06,4.176538799848087
3.364187556028255,1009.7,4.212127597878484
3.2962071678045244,1016.72,3.868906714354518
3.2386784521643803,1009.4,4.32041715304219
3.166740070447672,1009.71,4.365643155423357
3.2208738275308737,1013.37,4.191773707553646
3.170525563927154,1009.8,4.233236561088719
3.3120018028576843,1010.76,4.229312422632585
2.329227023940467,1020.63,4.437934266612178
3.018960399673198,1016.97,4.22829253473184
2.3398808777377424,1013.37,4.363480717386783
3.1166215908294443,1009.77,4.454928522657548
2.968361076757859,1014.81,4.198854716425088
3.479700443150099,1005.05,3.792563565390818
3.055886196373738,1008.54,4.440649253819643
3.1023420086122493,1015.78,3.964235876875081
2.884241897520628,1008.92,4.175617282350837
3.29842610362621,1017.32,4.014218517742816
2.888147062874053,1005.0,4.451086170605376
3.1518809560439225,1012.27,4.355040769588895
3.114847754444153,1007.84,4.45898767581001
3.188416617383492,1008.82,4.103469469999101
2.6210388241125804,1019.9,4.479947041234014
3.175968323856924,1014.24,4.22361689792624
2.551006451492524,1018.71,4.428433007488037
2.448415541205585,1020.13,4.236133434493478
2.8507065015037334,1017.07,4.166975253257008
2.9290581402859983,1017.12,4.314684186203576
3.2538567937634464,1007.43,4.401216329067023
3.2035591207563074,1010.55,4.286478926661966
2.671386216730619,1029.3725,4.246206911531347
2.695977619867941,1018.98,4.28771595520264
2.315501318260592,1013.57,4.369954053439613
2.901970893739517,1011.97,4.469121341524815
2.6796507265805123,1029.3725,4.126489015548668
2.362739015813793,1010.65,4.12955081795672
2.8975680247667595,1012.9,4.367420482284519
3.292126286607793,1007.1,4.209457369322605
3.169685580677429,1002.43,4.209457369322605
3.4301087251565754,1008.97,4.007151350519723
3.1851121947153915,1010.16,4.499365127091115
3.2449333591874905,1010.89,4.22156441223282
3.152308580596088,1011.37,4.482776537774025
2.0373166153791646,1017.55,4.110381939919725
3.110399348532117,1012.76,4.535176814167556
3.106826321059578,1013.21,4.413040688203051
3.37348354309464,1011.65,4.085808231199814
2.387844936944869,1018.3,4.458061320949879
3.495294705041271,1013.56,3.9895394478559743
3.0633909220278057,1014.58,4.392595586023115
1.5173226235262949,1011.13,4.38502214365368
3.089677886396519,1014.21,4.453533011325132
3.4307561839036995,1011.21,4.179298268102264
3.22525543183224,1011.21,4.224056168743758
3.3246762437544124,1012.86,3.822317092343653
3.377246160839642,1011.49,3.9114228253561136
3.248434627109745,1014.75,3.975936331171799
2.983659692319722,1010.48,3.840956556994286
3.2228678461377385,1007.84,4.327438444389479
3.343568268825519,1010.28,3.819907716520341
3.1637858585502405,1008.5,4.44640889360315
3.083743150876704,1007.57,4.348211286179151
3.1514531485507664,1016.67,4.101651137404539
2.5733752977756086,1015.55,4.310127759130018
3.119718253334982,1013.88,4.433432422733782
1.9600947840472696,1022.25,4.511628441579727
2.6953026282797072,1017.83,4.318687394111793
2.804571768092832,1017.61,4.50069816439138
2.87751164216656,1020.11,4.400725712106366
3.286160571673797,1008.18,4.213460043112263
3.3484995926617063,1004.61,3.6402142821326553
3.062923523094314,1011.71,4.557973751157117
3.033509637888021,1012.96,4.141387168555412
2.4898941912990398,1024.53,4.382651439442724
2.1162555148025524,1020.63,4.387262901469128
3.2088254890146994,1013.97,3.979494720543159
2.518502599216516,1008.09,4.177919485808005
3.3830334110344844,1003.88,3.990834185852436
1.9782390361706732,1015.23,4.585375558659912
2.6748380668960965,1017.47,4.406109305189839
2.960623096440423,1014.86,4.23945449739721
3.507956918233689,1008.1,4.171768459186905
3.068517943279639,1010.36,3.644666299437611
2.457877977400081,1006.48,4.566013470786897
2.932792473780117,1019.22,4.384523514872469
3.128513384787809,1013.77,4.169297415458502
3.259249719006474,1008.81,4.267597343922845
3.335413641116152,1013.01,3.962716119743664
2.6741486494265287,1023.94,4.435804340354353
2.728506209669592,1005.09,4.55650501400681
2.922623801733353,1001.93,4.063197833225264
2.8587664184808337,1009.9,4.388753955423308
2.7013612129514133,1015.11,4.348081978620944
3.21124679770371,1009.34,4.426163130161966
2.7232671669070703,1020.17,4.442886522930644
2.716018370751387,1011.8,4.289500076996142
3.5201649007261984,1001.62,3.692124184278825
2.7837759116303458,1021.97,4.393955205539156
2.546315277916644,1006.58,3.8987351111012103
3.301008654406723,1013.38,4.326513924743623
2.653241964607215,1029.3725,4.242620878856759
2.203869120054888,1016.05,4.398391988760146
2.8207834710894493,1021.21,4.231203744939298
2.8936995479888394,1020.2,4.401706705440709
2.379546134130174,1013.79,4.406231323370699
2.567254391136754,1014.39,4.457250055911469
3.2296179214001026,1015.21,4.373616367313912
2.620311286794203,1024.97,4.440177611315912
3.211649779776461,1007.82,4.269137852595264
2.660259537265861,1015.16,4.321347323862031
3.4035279970004377,1010.84,4.020698022053802
2.9657883971809187,1013.23,4.457597821520956
3.0363942552728806,1009.45,4.5209186335405
3.171364842197149,1013.35,3.8155121050473024
3.0487989944906837,1012.42,4.235410002500704
3.555633734966574,1016.1,3.4392154488496764
3.387774361330014,1010.37,3.9328055446106736
2.31451366385932,1011.33,4.5810823904590015
3.0459499897146083,1015.01,4.22814675151123
2.642622395779755,1011.2,4.5490230253650905
3.414113606928702,1002.7,4.080076590424396
2.7479117345273405,1016.12,4.3212144952771245
3.4852321106052293,1013.85,3.729541435832826
3.391820219849558,1012.86,3.6501386257975055
2.869034620508033,1021.01,4.269977130865259
3.477849733183238,1006.92,4.070393341399587
2.437115985951652,1019.59,4.381401439279963
2.9806186357439426,1014.88,4.478472532942134
3.2260500286162013,1012.26,4.166044876387292
3.3965197921110444,1017.37,3.80220813942094
2.8903717578961645,1016.8,4.36792771029438
1.6992786164338898,1018.66,4.426163130161966
2.3085671646715933,1014.1,4.450852825603734
3.2168738221975275,1006.2,4.33283639048311
2.138889000323256,1016.93,4.450035689038101
3.2530839961979376,1007.43,4.0239220979255546
3.3686741899565957,1015.42,3.831896960948861
3.288401887516811,1008.94,4.359781025726562
3.434954478460289,1011.55,4.150252194160397
3.123685637864452,1018.13,4.431530829576971
2.729159164312445,1013.3,4.427477897577799
2.203869120054888,1029.3725,4.40720693320418
3.328985047548231,1017.7,3.8772244998854495
2.234306252240751,1020.58,4.5807750291533695
2.4907230351094403,1009.7,4.535498512738772
3.3614165116503107,1008.47,4.350148895775859
2.9927277645336923,1008.52,4.313346214368975
3.027230940613362,1014.86,4.068513802187579
2.670694414558441,1025.26,4.433551152327272
2.6490076604684267,1010.84,4.564556503102795
3.3079849999399764,1006.18,4.213607983048918
3.2055879305412653,1006.25,4.483115539980786
3.1144038032714896,1011.4,4.192680462942962
2.4458192610799534,1022.77,4.391853195491617
3.122364924487357,1019.15,4.269417690291228
3.289893312103481,1006.6,4.370965687314457
1.9459101490553128,1018.21,4.171922696867475
3.401530659452276,1006.88,3.9448773422990935
3.3782698770184507,1008.34,3.9417759635774936
3.2865344733420154,1012.29,4.469121341524815
3.117507330479912,1005.85,4.431054865741236
3.4307561839036995,1003.53,4.200055016644215
3.0081547935525483,1007.93,3.6928714753834737
2.651832521103981,1020.1,4.211831257677767
2.1114245875328868,1020.85,4.231494400369335
3.248046202167981,1009.6,3.9952606039982017
3.139399623366404,1012.23,4.421848128860553
3.2051824977361982,1018.0,4.086984207815808
3.475995591737341,1008.11,4.051437061210824
3.191710156795432,1013.83,3.797509618639385
3.1126260250254902,1008.15,4.322939892214555
3.062923523094314,1013.39,4.489198009735671
3.5248888540047054,1002.33,3.891412051524022
2.810606789427302,1017.99,4.15512603448196
3.241810796150697,1011.07,4.118549250918918
2.3243465847755584,1025.05,4.564868889214566
2.2460147415056517,1018.89,4.434263234009391
2.312535423847214,1007.1,4.5038016915998025
3.427514689979529,1007.68,4.155439661581911
3.152308580596088,1010.35,3.8899818745512658
1.8293763327993615,1022.49,4.5342110970475975
3.0426158594528414,1019.99,4.209457369322605
2.4915511925066687,1019.45,4.360547602996758
3.2752561583043085,1008.87,3.974997804589535
3.4657359027997265,1009.94,3.70080802497921
1.6900958154515549,1020.77,4.45457982735559
2.543175557911976,1007.6,4.273884476054178
3.160822893419584,1010.85,4.024994484087308
3.4094961844768505,1006.58,3.462606009790799
1.742219023667919,1012.04,4.537105455073962
3.3368366225017656,1007.17,3.944683787667695
3.3666059368925363,1009.1,3.9630962756121466
3.117064558721516,1014.88,4.38937457233642
3.016024976821753,1008.45,4.533888983983128
2.772588722239781,1012.37,3.6686767467964168
2.900322088749333,1008.64,4.193888192558362
2.91235066461494,1012.4,4.354269957628839
3.1157350659486878,1008.65,4.21803603456465
2.818995095053937,1014.13,4.405132623388357
3.0022112396517,1009.75,4.192076050715436
3.323235840192444,1015.41,4.290596418067994
3.162940192537897,1011.09,4.423048609196803
3.104586678466073,1006.4,4.3212144952771245
3.5037539699872475,1002.58,3.807772984054347
2.186051276738094,1026.31,4.55870731157775
2.244955980157409,1015.62,4.396422514957614
2.0425181875752383,1021.93,4.466367783107633
3.316002535598924,999.73,4.048998460455224
3.3120018028576843,1008.15,4.076180591594429
2.331172549845958,1017.28,4.235988789957173
2.960623096440423,1013.65,3.726656818447966
3.292126286607793,1008.9,4.4435919903320364
2.601207105484161,1014.56,4.397530821209847
3.088311454847084,1011.01,4.353112624509239
3.2865344733420154,1007.61,3.990649325883336
3.358985532852846,1006.07,4.133725518945951
2.9806186357439426,1015.93,3.858411235979497
2.631888840136646,1011.84,4.5511362974956056
2.7186603802142257,1013.88,4.606269581431392
3.299902663510574,1002.78,3.977623462512095
3.4314032237192214,1010.11,4.28317268312119
2.379546134130174,1011.25,4.437579593794131
2.020222182019865,1023.82,4.444414407108697
3.2565568918358894,1003.84,4.463952184072554
1.8562979903656265,1024.6,4.463952184072554
2.6071242825122494,1016.05,4.312676556539088
3.215269329274089,1013.02,3.745732265706719
3.075005454448499,1013.13,4.190714786041794
3.4131259525274293,1010.76,3.938080539747436
2.4840729690394228,1008.33,4.55597994179732
3.159125820462427,1006.0,4.336767728268267
2.9932291433358724,1013.21,4.406475315076191
3.130263166511597,1014.02,4.17638527255831
2.9806186357439426,1004.86,4.496693709652008
3.4388142452334622,1008.89,4.112184480350432
2.8124102164264526,1013.52,4.470952843868283
2.763169500323289,1013.14,4.582924577040772
2.778197961004292,1015.78,4.512177319138927
2.0955609235597192,1026.07,4.562680134367139
2.137710449803812,1010.77,4.4850343847481104
2.226783379577764,1010.79,4.376511453985772
2.5006159434931803,1018.96,4.393337425819748
2.512035317176253,1022.46,4.08260930600368
3.160822893419584,1006.64,3.890186310818972
2.492378664626701,1013.61,4.397899983830172
2.826129489167811,1014.01,4.407938016458383
2.853015971352396,1015.84,4.315886832169337
3.5139306516493947,1010.19,3.979494720543159
3.310543013394025,1004.71,3.9415818076696905
2.192770226986839,1029.3725,4.410614091525794
2.773213527008624,1014.0,4.473693823199706
3.2596338173403683,1016.68,4.396915247167632
3.086486636822455,1006.8,4.102312731871278
3.4910380856619447,1010.44,3.734091796935485
3.285412348668445,1010.35,4.148043294556035
3.215269329274089,1008.22,4.416548827045609
2.8746939451769347,1013.26,4.175770927584296
3.221272949467922,1008.09,4.4135253017332525
2.837908188360424,1016.04,4.471181545984774
2.231089091288976,1018.3,4.539884719289462
3.154443964708812,1016.46,4.2078220459818745
2.8160073426073025,1011.61,4.562471431454976
3.005187432324746,1011.37,4.496359280129911
2.7219531062712017,1021.6,4.40745068701404
2.9439125248241944,1012.15,4.493008819099761
2.6232182655855123,1015.2,4.056988775678332
3.3090820927543496,1013.7,3.9431340004531994
2.998727782533789,1004.21,4.408181592150733
3.061520014091994,1013.43,4.426521874560433
3.152308580596088,1013.09,4.364371699435161
3.1032404812692764,1014.47,3.898532415245647
2.3683728335320486,1020.79,4.28123898086119
3.4445761049641,997.85,4.165579363150552
3.1531632815028194,1012.86,4.250208060053033
3.492256112609122,1008.43,3.845455761156033
3.265759410767051,1016.69,4.435330406696193
2.822568654544802,1022.05,3.6184569898173904
3.2359295794340284,1000.46,4.47551697776122
2.767576180416237,1015.84,4.094177881665002
2.968874819384108,1012.77,4.348081978620944
3.0525850851467737,1009.36,4.400725712106366
2.639771360348916,1023.28,4.41267707387264
2.6727683869575705,1015.6,4.500365071621965
3.265759410767051,1011.3,4.360419880919823
3.2276373305367736,1007.17,4.385271364838771
3.1059310658520665,1007.8,4.152770690690713
1.6114359150967734,1003.69,4.520701029361642
2.0856720914304723,1028.01,4.494908791730554
2.698673039289613,1018.3,3.9011642620932703
3.1406980438041767,1008.98,4.4356858779956285
3.104586678466073,1008.85,4.397776944765114
2.800325477211381,1018.6,4.444296960400006
2.3105532626432224,1010.67,4.45318382899021
3.414113606928702,1010.87,4.160600357999166
1.8196988379172965,1002.49,4.472666836174998
3.165053018170694,1009.32,4.49647076906475
2.796061078424924,1013.6,4.299595660694722
3.086943153607375,1006.89,4.430459592195472
2.6166656393003573,1018.45,4.186011750747925
2.4932054526026954,1019.1,4.328757705794541
3.34814816057234,1006.18,3.764914140389934
3.4722769633431074,1006.76,3.861992071822581
3.109060958860994,1015.24,4.35709336812867
2.818995095053937,1014.28,4.055430468722875
3.3683297780365384,1009.8,3.850998303590372
3.208017081533325,1009.07,4.232220669556607
2.9657883971809187,1012.34,4.366912996863833
3.050220458838061,1009.33,4.565805462465814
2.9183111265854063,1015.14,4.379899373657707
3.263466708196076,1007.1,4.480400299032142
2.7239235502585,1017.34,4.176845783733844
2.4176979000945504,1008.96,4.281930018135596
1.7119945007591924,1008.69,4.563410251739859
3.0421386463681466,1013.3,4.215381557264935
2.89867056071086,1013.06,4.282206299391671
2.753023566744941,1022.63,4.47403591796329
3.386422096080001,1005.87,4.0812593226734455
3.248822901236153,1017.82,4.00314259879563
2.4518667957098,1025.68,4.277776613300082
3.113070765971224,1019.6,4.044804116661965
2.8610573702273894,1021.51,4.437106500940836
2.340843805111136,1014.22,4.362078996864185
2.9210087273580543,1001.46,4.601061757943548
2.583997552432231,1013.61,4.331391018705302
2.9780773383152703,1013.04,4.329416684401584
3.1280754605417043,1006.36,4.522549157299754
3.208017081533325,1004.03,4.148990563335426
3.3061538329752613,1011.05,4.32386772050035
3.138533072185662,1009.07,4.432006566978902
3.1888289035159043,1013.72,4.120986493168521
3.3375473545856997,1007.62,4.248923721667427
3.1654750481410856,1007.21,4.202451303547952
2.0769384114617173,1018.57,4.34432476748987
3.410157123033627,1006.3,3.983226764434478
2.9947317732204075,1021.56,4.157162854614252
2.444952334280968,1025.63,4.483454427303995
2.714032272779757,1022.4,4.333623895445714
2.4973291697865574,1013.34,4.554403068934438
2.598979106047848,1018.7,4.542017370982823
3.2228678461377385,1015.42,4.45213554981903
3.069447311376272,1005.06,4.479833694676794
3.2824138456721883,1004.98,4.535927283245931
3.2472688993694185,1010.44,4.256605125012738
2.2607208888953467,1026.05,4.307707101681205
2.406043801362276,1020.99,4.511848028756718
2.3398808777377424,1021.53,4.555769835692964
2.2905125117597764,1015.34,4.434619084793052
2.8610573702273894,1018.68,4.3154861108656375
2.799717389628034,1024.48,4.3374214512437606
3.343568268825519,1004.73,4.286478926661966
3.235142797332073,1016.01,3.977623462512095
2.8820035082256483,1017.16,4.462223176668158
3.26880819361641,1008.06,4.507557357121091
2.671386216730619,1009.21,4.431887653844806
2.6152036507358583,1015.41,4.369954053439613
2.7363136663750693,1016.58,4.3965457207730845
2.6720775406433925,1017.28,4.470037511996595
2.21046980408624,1020.58,4.566741159368309
2.6651427000909336,1021.67,4.222151266709757
2.8296776892239084,1018.75,4.545632473271895
2.647592232065096,1016.79,4.3292849234158215
2.749192144433385,1009.38,4.416428061391214
