temperature,exhaust_vacuum,amb_pressure,r_humidity,energy_production,log_temp,sqrt_temp,log_ev,sqrt_ev,log_ap,sqrt_ap,log_rh,sqrt_rh
23.13,61.47,1008.96,85.5,438.8,3.141130476243348,4.809365862564419,4.118549250918918,7.840280607223188,6.916675376356696,31.764130713746916,4.448516375942715,9.246621004453464
23.73,59.15,1014.08,62.65,444.07,3.166740070447672,4.87134478352744,4.080076590424396,7.6909037180295,6.921737076502556,31.84462277999223,4.137563681342077,7.915175298121956
7.73,37.8,1020.71,63.93,483.94,2.0451088625993306,2.7802877548915688,3.632309102625542,6.148170459575759,6.928253742559462,31.948552392870635,4.157788734778635,7.99562380305627
30.13,78.05,1010.99,61.5,434.14,3.40552135314221,5.489080068645383,4.357349646961441,8.834591105421914,6.9186853277747185,31.796068939414507,4.119037174812473,7.842193570679061
34.53,73.03,1013.53,36.74,437.03,3.541828511401901,5.876223276901585,4.290870315632018,8.545759182190896,6.921194565848643,31.835985927877278,3.6038660797869797,6.061352984276695
12.08,49.83,1008.21,96.01,467.54,2.4915511925066687,3.4756294393965534,3.908617212293313,7.059036761485238,6.915931760266272,31.752322749682424,4.564452352709533,9.798469268207151
27.62,68.27,1008.04,63.04,427.67,3.318540147981146,5.2554733373883655,4.223470431430189,8.262566187329455,6.915763130383665,31.749645667314148,4.143769445549624,7.939773296511683
24.43,47.45,1007.68,65.18,446.45,3.195811885269649,4.942671342502958,3.859676525055937,6.88839603971781,6.915405937912659,31.743975806442393,4.177152673409416,8.073413156775764
16.73,58.59,1015.02,89.61,455.3,2.8172035149987327,4.090232267243512,4.070564033556697,7.654410493303844,6.922663595715256,31.859378525012065,4.495466920896128,9.466255859631092
8.28,40.56,1023.29,79.44,486.4,2.1138429683971682,2.8774989139876315,3.702782359282928,6.368673331236264,6.930778205739673,31.98890432634416,4.375002019736917,8.912911982062877
18.63,50.16,1010.21,97.13,450.14,2.924773184613497,4.316248370981447,3.9152178963246653,7.0823724838503095,6.917913509014852,31.783800905492722,4.5760502874142395,9.855455342093535
29.32,63.77,1013.24,55.1,438.09,3.3782698770184507,5.414794548272353,4.155282860327181,7.985612061701971,6.920908396227049,31.831431007731965,4.009149716158869,7.422937423958254
30.04,67.25,1017.65,52.84,435.17,3.402529826895934,5.4808758424178885,4.208417018481948,8.200609733428363,6.925251326598888,31.900626953086675,3.9672684796541247,7.269112738154499
11.95,42.03,1017.58,90.89,465.2,2.4807312783775197,3.456877203488721,3.7383836490170252,6.483054835492293,6.9251825383046635,31.899529777098596,4.509649984130679,9.533624704172071
14.04,44.21,1021.93,86.12,468.64,2.641910398597665,3.746998799039039,3.788951007838152,6.649060083951716,6.929448275267202,31.967639887861598,4.4557416724961625,9.280086206496145
23.27,64.15,1020.98,71.18,452.26,3.1471649773142003,4.823898838076935,4.161224091061645,8.009369513263826,6.928518229334216,31.95277765703633,4.265211880082047,8.436824046997781
17.48,58.95,1016.49,90.35,449.26,2.8610573702273894,4.180908992073374,4.07668962698338,7.677890335241837,6.924110795341703,31.882440308106908,4.503691017038237,9.505261700763425
21.97,58.79,1010.93,86.7,448.8,3.089677886396519,4.6872166581031856,4.073971772414164,7.667463726683029,6.91862597824554,31.795125412553414,4.462453883786496,9.311283477587825
13.64,34.03,1018.32,62.2,469.61,2.613006652415316,3.6932370625238775,3.5272424885128144,5.833523806414096,6.925909489562179,31.911126586192474,4.130354999745133,7.886697661252142
19.4,49.69,1012.89,75.53,455.6,2.9652730660692823,4.404543109109048,3.905803705614229,7.049113419430843,6.92056291000111,31.825932822149927,4.324529928325356,8.690799733051039
15.86,43.02,1012.18,40.33,466.6,2.7638002162067017,3.9824615503479754,3.761665123839584,6.558963332722634,6.919861699643846,31.81477644114445,3.697095608885277,6.350590523722971
27.25,50.05,1006.53,60.64,439.63,3.305053521109253,5.220153254455275,3.9130225057612296,7.074602462329597,6.914264050894963,31.725856962421044,4.104954741334116,7.787168933572714
28.9,60.07,1015.96,45.06,440.62,3.3638415951183864,5.375872022286245,4.09551054886207,7.750483855863452,6.923589257284665,31.874127439037448,3.8079949350040985,6.712674578735364
34.33,74.34,1001.74,42.75,435.76,3.5360196074696004,5.859180830116101,4.308649164869106,8.62206471791995,6.9094937669358565,31.65027646008799,3.755369195382769,6.5383484153110105
19.8,52.9,1017.75,66.67,456.64,2.9856819377004897,4.449719092257398,3.9684033388642534,7.273238618387272,6.925349587383089,31.90219428189854,4.199755076629969,8.165169930871004
24.32,65.48,1017.55,59.02,443.31,3.1912990570979662,4.931531202375181,4.181744752502934,8.091971329657564,6.925153056158558,31.89905954726565,4.077876369514794,7.682447526667527
16.77,49.39,1018.61,95.86,459.38,2.8195915758351173,4.095119045888654,3.8997479745525334,7.02780193232564,6.926194231798741,31.915670132397345,4.562888793731485,9.79081201943945
27.6,69.34,1009.63,71.58,440.6,3.3178157727231046,5.253570214625479,4.239021940256878,8.32706430862642,6.917339206083985,31.774675450742215,4.2708157053378795,8.460496439334987
26.16,59.87,1013.24,71.92,446.73,3.264231526588998,5.1146847410177685,4.092175544937261,7.737570678190926,6.920908396227049,31.831431007731965,4.275554390163365,8.480566018845677
26.62,71.73,1009.32,80.1,431.93,3.2816628129669656,5.159457335805772,4.272909070138343,8.469356528095863,6.917032115762346,31.769796977632705,4.383275854074314,8.949860334105779
20.29,65.27,1013.17,74.94,445.52,3.0101281538377234,4.504442251822083,4.178532512647126,8.078985084773953,6.92083930853006,31.830331446593515,4.316687793365541,8.656789243131659
15.94,41.76,1023.32,67.17,462.44,2.768831673362069,3.992492955535426,3.731938943574383,6.4621977685614045,6.93080752251229,31.989373235498068,4.207226719278773,8.195730595865143
18.34,50.59,1018.42,83.95,457.17,2.9090844668283187,4.282522621072771,3.923753928303845,7.1126647608333124,6.926007685699222,31.91269339933563,4.43022138352355,9.162423260251623
20.62,48.41,1007.37,87.51,445.4,3.026261478588814,4.540925015897091,3.879706403951603,6.957729514719582,6.915098253237396,31.739092614629044,4.47175307254774,9.35467797414748
14.33,38.73,1003.52,85.92,468.86,2.6623552418400807,3.78549864614954,3.6566144935266607,6.223343153000644,6.911269098281934,31.67838379715733,4.453416630760555,9.269304181005174
24.42,62.66,1007.65,71.57,443.09,3.1954024686825586,4.941659640242335,4.137723285524046,7.9158069708653205,6.915376166113498,31.7435032723233,4.270675991750506,8.459905436823748
23.09,60.95,1015.02,68.78,450.31,3.139399623366404,4.805205510693585,4.110053855927281,7.807048097712733,6.922663595715256,31.859378525012065,4.23091300500412,8.293370846646134
15.72,56.89,1013.35,85.06,456.33,2.7549337870010606,3.964845520319802,4.041119578762556,7.542545989253231,6.9210169529653225,31.833158812785136,4.443356889825488,9.222797840135064
23.02,69.94,1007.94,64.66,439.4,3.1363634032937364,4.797916214358063,4.24763773163523,8.363013810822029,6.915663923050178,31.74807080753097,4.169142772297287,8.04114419718985
21.6,59.8,1016.9,76.59,450.14,3.0726933146901194,4.6475800154489,4.091005660956586,7.733045971672482,6.924514062797091,31.888869531546582,4.338466519921502,8.751571287488893
32.22,70.8,1009.9,62.03,433.07,3.472587377748828,5.67626637852735,4.259859000699674,8.414273587185052,6.917606595032511,31.77892383325779,4.127618138985026,7.8759126455287705
26.95,48.41,1008.53,62.94,436.54,3.2939832973550063,5.191338940966964,3.879706403951603,6.957729514719582,6.91624910410106,31.757361351346557,4.142181891636261,7.933473388119481
23.49,73.18,1012.4,90.05,437.01,3.1565747986708215,4.846648326421054,4.292922159591061,8.554530963179689,6.920079028670969,31.81823376619136,4.500365071621965,9.489467845985885
27.37,76.09,1007.52,89.12,433.34,3.309447523052588,5.231634543811332,4.331916850188431,8.722958213817146,6.915247144740433,31.74145554318516,4.489983776178974,9.440338976964757
25.63,69.89,1015.17,77.42,434.47,3.24376354037598,5.062608023538855,4.246922577489038,8.360023923410745,6.922811365136121,31.86173253293047,4.349245145149502,8.798863562983575
8.41,40.67,1019.97,69.2,489.25,2.1294214739848565,2.9,3.7054907199191334,6.377303505401009,6.927528494081076,31.936969173670818,4.237000862623624,8.318653737234168
29.33,52.84,1006.04,44.3,438.25,3.3786108829893595,5.415717865620402,3.9672684796541247,7.269112738154499,6.913777111300631,31.718133614700598,3.7909846770510898,6.6558245169174945
11.36,41.48,1012.8,76.16,465.37,2.4300984132930052,3.370459909270543,3.7252113833613265,6.440496875241847,6.9204740513899115,31.824518849465736,4.33283639048311,8.726969691708572
11.44,44.2,1018.14,84.9,476.12,2.437115985951652,3.3823069050575527,3.7887247890836524,6.648308055437865,6.92573271221279,31.908306128655592,4.441474093317302,9.214119599831555
27.86,65.18,1012.87,55.53,436.26,3.3271919683516598,5.278257288158659,4.177152673409416,8.073413156775764,6.920543164325412,31.825618611426865,4.016923415253516,7.451845409024532
22.99,68.67,1006.65,77.62,446.67,3.1350593387750902,4.794788837894741,4.229312422632585,8.28673639015988,6.914383265272358,31.72774810792597,4.35182512594076,8.810221336606704
14.44,39.0,1017.06,76.02,466.96,2.67000213346468,3.8,3.6635616461296463,6.244997998398398,6.92467139135845,31.891378145197802,4.330996463561102,8.718944890294926
23.43,54.42,1013.58,70.99,454.86,3.1540172525197043,4.8404545241123795,3.9967317333551002,7.376991256603196,6.921243897162692,31.8367711930717,4.262539022051294,8.425556361451747
8.48,38.5,1013.5,66.51,485.29,2.1377104498038118,2.9120439557122073,3.6506582412937387,6.2048368229954285,6.921164965892054,31.835514759463212,4.19735231229633,8.155366331440913
22.78,71.77,1005.26,89.23,435.46,3.125882958019036,4.77283982551269,4.273466561441981,8.471717653463198,6.91300149350209,31.705835425044395,4.49121730591206,9.446163242290492
